Version,generalInfo,distance,update,cost
"2011 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีแดง เกียร์ออโต้ ทะเบียน ญค2363 กรุงเทพฯ,"150,000 ",อัพเดท  22 ชม. ผู้เข้าชม  2174,"119,000 บาทราคาป้ายแดง564"
"2011 MAZDA BT-50, 2.5 S STANDARD CAB โฉม STANDARD CAB",สีขาว เกียร์ธรรมดา ทะเบียน ฒญ6554 กรุงเทพฯ,"111,000 ",อัพเดท  6 ชม. ผู้เข้าชม  2860,"134,000 บาทราคาป้ายแดง562"
"2011 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีขาว เกียร์ธรรมดา ทะเบียน 4ขธ8620 กรุงเทพฯ,"140,000 ",อัพเดท  3 ชม. ผู้เข้าชม  414,"138,000 บาทราคาป้ายแดง564"
"2011 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 6กล5101 กรุงเทพฯ,"157,856 ",อัพเดท  4 วัน ผู้เข้าชม  3159,"145,000 บาทราคาป้ายแดง564"
"2011 MAZDA MAZDA3, 1.6 V โฉม ปี05-10 4Dr",สีขาว เกียร์ออโต้ ทะเบียน ญจ6045 กรุงเทพฯ,"168,000 ",อัพเดท  2 วัน ผู้เข้าชม  685,"155,000 บาทราคาป้ายแดง842"
"2011 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สี เกียร์ออโต้ ทะเบียน ญบ4597 กรุงเทพฯ,"140,000 ",อัพเดท  7 ชม. ผู้เข้าชม  290,"159,000 บาทราคาป้ายแดง564"
"2011 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีขาว เกียร์ธรรมดา ทะเบียน ขข436 ชลบุรี,"125,000 ",อัพเดท  1 วัน ผู้เข้าชม  918,"159,000 บาทราคาป้ายแดง564"
"2011 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีเทา เกียร์ออโต้ ทะเบียน ญบ4597 กรุงเทพฯ,"140,000 ",อัพเดท  7 ชม. ผู้เข้าชม  1512,"159,000 บาทราคาป้ายแดง564"
"2011 MAZDA MAZDA2, 1.5 Groove Sports โฉม ปี09-14 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 4ขต6640 กรุงเทพฯ,"75,000 ",อัพเดท  22 ชม. ผู้เข้าชม  1981,"165,000 บาทราคาป้ายแดง570"
"2011 MAZDA MAZDA3, 1.6 SPIRIT SPORT S+ โฉม ปี11-15 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 4กพ1022 กรุงเทพฯ,"180,000 ",อัพเดท  9 ชม. ผู้เข้าชม  2935,"174,000 บาทราคาป้ายแดง895"
"2011 MAZDA MAZDA2, 1.5 Groove Sports โฉม ปี09-14 5Dr",สีขาว เกียร์ออโต้ ทะเบียน กค9573 พิจิตร,"115,000 ",อัพเดท  6 ชม. ผู้เข้าชม  609,"178,000 บาทราคาป้ายแดง570"
"2011 MAZDA MAZDA3, 1.6 SPIRIT SPORT โฉม ปี05-10 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 5กม2543 กรุงเทพฯ,"71,053 ",อัพเดท  6 ชม. ผู้เข้าชม  240,"189,000"
"2011 MAZDA MAZDA2, 1.5 Groove Sports โฉม ปี09-14 5Dr",สีเขียว เกียร์ธรรมดา ทะเบียน ญม4628 กรุงเทพฯ,"72,000 ",อัพเดท  6 ชม. ผู้เข้าชม  1184,"189,000 บาทราคาป้ายแดง570"
"2011 MAZDA MAZDA3, 2.0 MAXX SPORT โฉม ปี11-15 5Dr",สีเทา เกียร์ออโต้ ทะเบียน ฎล3972 กรุงเทพฯ,"130,000 ",อัพเดท  1 วัน ผู้เข้าชม  1815,"189,000 บาทราคาป้ายแดง1,079"
"2011 MAZDA MAZDA3, 2.0 R โฉม ปี05-10 4Dr",สีขาว เกียร์ออโต้ ทะเบียน ญฎ6129 กรุงเทพฯ,"150,826 ",อัพเดท  5 ชม. ผู้เข้าชม  1945,"189,000 บาทราคาป้ายแดง1,084"
"2011 MAZDA MAZDA2, 1.5 Maxx Sports โฉม ปี09-14 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 3กอ3335 กรุงเทพฯ,"136,270 ",อัพเดท  1 สัปดาห์ ผู้เข้าชม  2469,"189,000 บาทราคาป้ายแดง690"
"2011 MAZDA MAZDA3, 1.6 SPIRIT SPORT โฉม ปี05-10 5Dr",สีเทา เกียร์ออโต้ ทะเบียน 3ขว1121 กรุงเทพฯ,"140,000 ",อัพเดท  9 ชม. ผู้เข้าชม  3047,"189,000"
"2011 MAZDA MAZDA2, 1.5 Maxx โฉม ปี09-14 4Dr",สี เกียร์ออโต้ ทะเบียน ญบ7064 กรุงเทพฯ,"200,000 ",อัพเดท  1 วัน ผู้เข้าชม  2904,"189,000 บาทราคาป้ายแดง675"
"2011 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน ญพ8564 กรุงเทพฯ,"166,510 ",อัพเดท  7 ชม. ผู้เข้าชม  2722,"195,000 บาทราคาป้ายแดง564"
"2011 MAZDA MAZDA2, 1.5 Maxx โฉม ปี09-14 4Dr",สีเทา เกียร์ออโต้ ทะเบียน ญถ2811 กรุงเทพฯ,"198,767 ",อัพเดท  4 ชม. ผู้เข้าชม  1052,"198,000 บาทราคาป้ายแดง675"
"2011 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีเทา เกียร์ออโต้ ทะเบียน ญฬ4467 กรุงเทพฯ,"22,000 ",อัพเดท  5 ชม. ผู้เข้าชม  820,"199,000 บาทราคาป้ายแดง564"
"2011 MAZDA MAZDA3, 1.6 V โฉม ปี05-10 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 5กค226 กรุงเทพฯ,"111,485 ",อัพเดท  3 ชม. ผู้เข้าชม  927,"199,000 บาทราคาป้ายแดง916"
"2011 MAZDA MAZDA2, 1.5 Spirit โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน จฉ1351 ชลบุรี,"180,000 ",อัพเดท  3 วัน ผู้เข้าชม  1834,"199,000 บาทราคาป้ายแดง615"
"2011 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน ญฬ1053 กรุงเทพฯ,"130,000 ",อัพเดท  10 ชม. ผู้เข้าชม  380,"208,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





72
เดือน








35,000
ดาวน์







3,434
ผ่อน



หารถโฉมนี้ที่ดาวน์ 35,000บ.


ราคาป้ายแดง564"
"2011 MAZDA MAZDA2, 1.5 Spirit โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน ฆฌ571 กรุงเทพฯ,"140,000 ",อัพเดท  3 วัน ผู้เข้าชม  2746,"209,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





72
เดือน








35,000
ดาวน์







3,453
ผ่อน



หารถโฉมนี้ที่ดาวน์ 35,000บ.


ราคาป้ายแดง615"
"2011 MAZDA MAZDA3, 1.6 V โฉม ปี05-10 4Dr",สีขาว เกียร์ออโต้ ทะเบียน ฆข3857 กรุงเทพฯ,"230,000 ",อัพเดท  21 ชม. ผู้เข้าชม  890,"219,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





72
เดือน








35,000
ดาวน์







3,652
ผ่อน



หารถโฉมนี้ที่ดาวน์ 35,000บ.


ราคาป้ายแดง842"
"2011 MAZDA MAZDA2, 1.5 Spirit โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 4ขญ8303 กรุงเทพฯ,"89,000 ",อัพเดท  11 ชม. ผู้เข้าชม  2569,"224,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





72
เดือน








35,000
ดาวน์







3,751
ผ่อน



หารถโฉมนี้ที่ดาวน์ 35,000บ.


ราคาป้ายแดง615"
"2011 MAZDA MAZDA3, 2.0 MAXX SPORT โฉม ปี11-15 5Dr",สีแดง เกียร์ออโต้ ทะเบียน กษ3258 นครปฐม,"60,000 ",อัพเดท  1 วัน ผู้เข้าชม  2446,"230,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





72
เดือน








40,000
ดาวน์







3,771
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง1,079"
"2011 MAZDA MAZDA3, 2.0 MAXX โฉม ปี11-15 4Dr",สีแดง เกียร์ออโต้ ทะเบียน ญล9320 กรุงเทพฯ,"160,000 ",อัพเดท  6 ชม. ผู้เข้าชม  1888,"249,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





72
เดือน








40,000
ดาวน์







4,148
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง1,079"
"2012 MAZDA MAZDA2, 1.5 Spirit Sports โฉม ปี09-14 5Dr",สีขาว เกียร์ออโต้ ทะเบียน ฆฉ3559 กรุงเทพฯ,"300,000 ",อัพเดท  3 วัน ผู้เข้าชม  3040,"159,000 บาทราคาป้ายแดง640"
"2012 MAZDA MAZDA2, 1.5 Maxx โฉม ปี09-14 4Dr",สีดำ เกียร์ออโต้ ติดแก๊ส  LPG ทะเบียน กข7787 สมุทรสาคร,"168,599 ",อัพเดท  10 ชม. ผู้เข้าชม  487,"125,000 บาทราคาป้ายแดง675"
"2012 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีขาว เกียร์ธรรมดา ติดแก๊ส  LPG ทะเบียน ฆส3259 กรุงเทพฯ,"145,000 ",อัพเดท  3 ชม. ผู้เข้าชม  615,"129,000 บาทราคาป้ายแดง564"
"2012 MAZDA MAZDA2, 1.5 Spirit โฉม ปี09-14 4Dr",สีเทา เกียร์ออโต้ ติดแก๊ส  LPG ทะเบียน ฆว4483 กรุงเทพฯ,"204,182 ",อัพเดท  3 วัน ผู้เข้าชม  2829,"134,000 บาทราคาป้ายแดง615"
"2012 MAZDA MAZDA2, 1.5 Spirit โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 6กข7340 กรุงเทพฯ,"194,985 ",อัพเดท  5 วัน ผู้เข้าชม  3187,"155,000 บาทราคาป้ายแดง615"
"2012 MAZDA MAZDA2, 1.5 Spirit โฉม ปี09-14 4Dr",สีดำ เกียร์ออโต้ ทะเบียน ฆย1794 กรุงเทพฯ,"168,000 ",อัพเดท  1 ชม. ผู้เข้าชม  147,"168,000 บาทราคาป้ายแดง615"
"2012 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 4ขน8335 กรุงเทพฯ,"160,000 ",อัพเดท  1 วัน ผู้เข้าชม  1122,"169,000 บาทราคาป้ายแดง564"
"2012 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีแดง เกียร์ออโต้ ทะเบียน 1กฌ1328 กรุงเทพฯ,"74,000 ",อัพเดท  3 ชม. ผู้เข้าชม  2172,"177,000 บาทราคาป้ายแดง564"
"2012 MAZDA MAZDA2, 1.5 Groove Sports โฉม ปี09-14 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 1กข602 กรุงเทพฯ,"170,000 ",อัพเดท  3 ชม. ผู้เข้าชม  245,"178,000 บาทราคาป้ายแดง570"
"2012 MAZDA MAZDA2, 1.5 Spirit โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน ฆน8571 กรุงเทพฯ,"210,000 ",อัพเดท  7 ชม. ผู้เข้าชม  509,"179,000 บาทราคาป้ายแดง615"
"2012 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน ฆภ1142 กรุงเทพฯ,"130,000 ",อัพเดท  1 วัน ผู้เข้าชม  2987,"189,000 บาทราคาป้ายแดง564,000

ผู้ขายลดเหลือ 179,000 ถ้าตกลงซื้อภายใน "
"2012 MAZDA MAZDA2, 1.5 Maxx โฉม ปี09-14 4Dr",สีฟ้า เกียร์ออโต้ ทะเบียน 1กฉ6034 กรุงเทพฯ,"78,600 ",อัพเดท  3 ชม. ผู้เข้าชม  390,"180,000 บาทราคาป้ายแดง675"
"2012 MAZDA MAZDA2, 1.5 Spirit Sports โฉม ปี09-14 5Dr",สีขาว เกียร์ออโต้ ทะเบียน ฆส3481 กรุงเทพฯ,"139,000 ",อัพเดท  4 ชม. ผู้เข้าชม  509,"189,000 บาทราคาป้ายแดง640"
"2012 MAZDA MAZDA2, 1.5 Maxx Sports โฉม ปี09-14 5Dr",สีฟ้า เกียร์ออโต้ ทะเบียน กง9501 ประจวบคีรีขันธ์,"90,000 ",อัพเดท  1 วัน ผู้เข้าชม  604,"189,000 บาทราคาป้ายแดง690"
"2012 MAZDA MAZDA2, 1.5 Spirit Sports โฉม ปี09-14 5Dr",สีน้ำเงิน เกียร์ออโต้ ทะเบียน ฆค628 กรุงเทพฯ,"230,000 ",อัพเดท  1 วัน ผู้เข้าชม  585,"189,000 บาทราคาป้ายแดง640"
"2012 MAZDA MAZDA2, 1.5 Groove Sports โฉม ปี09-14 5Dr",สีขาว เกียร์ธรรมดา ทะเบียน วธ8443 กรุงเทพฯ,"98,000 ",อัพเดท  10 ชม. ผู้เข้าชม  1224,"189,000 บาทราคาป้ายแดง570"
"2012 MAZDA MAZDA2, 1.5 Maxx Sports โฉม ปี09-14 5Dr",สีเทา เกียร์ออโต้ ทะเบียน กอ8513 นนทบุรี,"120,000 ",อัพเดท  2 วัน ผู้เข้าชม  983,"190,000 บาทราคาป้ายแดง690"
"2012 MAZDA MAZDA2, 1.5 Groove Sports โฉม ปี09-14 5Dr",สีขาว เกียร์ธรรมดา ทะเบียน ฆข8363 กรุงเทพฯ,"78,000 ","อัพเดท  10 ชม. ผู้เข้าชม  982 199,000 ","194,000 บาทราคาป้ายแดง570"
"2012 MAZDA MAZDA2, 1.5 Spirit โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 4ขด2786 กรุงเทพฯ,"190,000 ",อัพเดท  4 ชม. ผู้เข้าชม  2340,"195,000 บาทราคาป้ายแดง615"
"2012 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีเทา เกียร์ออโต้ ทะเบียน กค8217 กรุงเทพฯ,"141,000 ",อัพเดท  10 ชม. ผู้เข้าชม  148,"199,000 บาทราคาป้ายแดง564"
"2012 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีน้ำตาล เกียร์ออโต้ ทะเบียน ฆช6019 กรุงเทพฯ,"84,000 ",อัพเดท  5 ชม. ผู้เข้าชม  308,"199,000 บาทราคาป้ายแดง564"
"2012 MAZDA MAZDA2, 1.5 Maxx โฉม ปี09-14 4Dr",สีดำ เกียร์ออโต้ ทะเบียน ญอ8837 กรุงเทพฯ,"140,000 ",อัพเดท  22 ชม. ผู้เข้าชม  401,"199,000 บาทราคาป้ายแดง675"
"2012 MAZDA MAZDA2, 1.5 Groove Sports โฉม ปี09-14 5Dr",สี เกียร์ออโต้ ทะเบียน กพ6173 ภูเก็ต,"137,000 ",อัพเดท  1 วัน ผู้เข้าชม  723,"199,000 บาทราคาป้ายแดง570"
"2012 MAZDA MAZDA2, 1.5 Spirit โฉม ปี09-14 4Dr",สีเทา เกียร์ออโต้ ทะเบียน ฆบ5679 กรุงเทพฯ,"70,000 ",อัพเดท  22 ชม. ผู้เข้าชม  1154,"199,000 บาทราคาป้ายแดง615"
"2012 MAZDA MAZDA2, 1.5 Maxx Sports โฉม ปี09-14 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 1กน5283 กรุงเทพฯ,"180,000 ",อัพเดท  2 วัน ผู้เข้าชม  1273,"199,000 บาทราคาป้ายแดง690"
"2012 MAZDA MAZDA2, 1.5 Spirit โฉม ปี09-14 4Dr",สีเทา เกียร์ออโต้ ทะเบียน ฆญ1413 กรุงเทพฯ,"123,000 ",อัพเดท  8 ชม. ผู้เข้าชม  2032,"199,000 บาทราคาป้ายแดง615"
"2012 MAZDA MAZDA3, 2.0 MAXX โฉม ปี11-15 4Dr",สีขาว เกียร์ออโต้ ทะเบียน สส1171 กรุงเทพฯ,"260,000 ",อัพเดท  12 ชม. ผู้เข้าชม  3407,"199,000 บาทราคาป้ายแดง1,079"
"2012 MAZDA MAZDA2, 1.5 Maxx โฉม ปี09-14 4Dr",สีขาว เกียร์ออโต้ ทะเบียน ฆฆ5383 กรุงเทพฯ,"169,299 ",อัพเดท  5 ชม. ผู้เข้าชม  1034,"205,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








35,000
ดาวน์







3,037
ผ่อน



หารถโฉมนี้ที่ดาวน์ 35,000บ.


ราคาป้ายแดง675"
"2012 MAZDA MAZDA3, 1.6 SPIRIT SPORT S+ โฉม ปี11-15 5Dr",สีขาว เกียร์ออโต้ ทะเบียน 4ขก8116 กรุงเทพฯ,"140,000 ",อัพเดท  1 วัน ผู้เข้าชม  2770,"205,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








35,000
ดาวน์







3,037
ผ่อน



หารถโฉมนี้ที่ดาวน์ 35,000บ.


ราคาป้ายแดง895"
"2012 MAZDA MAZDA2, 1.5 Spirit Sports โฉม ปี09-14 5Dr",สีดำ เกียร์ออโต้ ทะเบียน 2กร339 กรุงเทพฯ,"60,000 ","อัพเดท  7 ชม. ผู้เข้าชม  3073 209,000 ","199,000 บาทราคาป้ายแดง640"
"2013 MAZDA MAZDA2, 1.5 Spirit Sports โฉม ปี09-14 5Dr",สีแดง เกียร์ออโต้ ทะเบียน 3กบ1842 กรุงเทพฯ,"64,000 ",อัพเดท  5 ชม. ผู้เข้าชม  2566,"189,000 บาทราคาป้ายแดง640"
"2013 MAZDA MAZDA2, 1.5 Groove Sports โฉม ปี09-14 5Dr",สีฟ้า เกียร์ออโต้ ทะเบียน 1กต4209 กรุงเทพฯ,"89,000 ",อัพเดท  1 วัน ผู้เข้าชม  1057,"199,000 บาทราคาป้ายแดง570"
"2013 MAZDA MAZDA2, 1.5 Groove โฉม ปี09-14 4Dr",สีดำ เกียร์ออโต้ ทะเบียน 3กง8180 กรุงเทพฯ,"146,000 ",อัพเดท  4 ชม. ผู้เข้าชม  2247,"199,000 บาทราคาป้ายแดง564"
"2013 MAZDA MAZDA3, 1.6 SPIRIT SPORT S+ โฉม ปี11-15 5Dr",สีขาว เกียร์ออโต้ ทะเบียน ฌพ7587 กรุงเทพฯ,"230,000 ",อัพเดท  2 ชม. ผู้เข้าชม  644,"208,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








35,000
ดาวน์







2,880
ผ่อน



หารถโฉมนี้ที่ดาวน์ 35,000บ.


ราคาป้ายแดง895"
"2013 MAZDA MAZDA3, 2.0 MAXX โฉม ปี11-15 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 2กพ7519 กรุงเทพฯ,"190,000 ",อัพเดท  7 ชม. ผู้เข้าชม  852,"209,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








35,000
ดาวน์







2,896
ผ่อน



หารถโฉมนี้ที่ดาวน์ 35,000บ.


ราคาป้ายแดง1,079"
"2013 MAZDA MAZDA3, 2.0 MAXX โฉม ปี11-15 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 2กพ7519 กรุงเทพฯ,"203,000 ",อัพเดท  7 ชม. ผู้เข้าชม  2185,"209,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








35,000
ดาวน์







2,896
ผ่อน



หารถโฉมนี้ที่ดาวน์ 35,000บ.


ราคาป้ายแดง1,079"
"2013 MAZDA MAZDA2, 1.5 Spirit โฉม ปี09-14 4Dr",สีเทา เกียร์ออโต้ ทะเบียน 1กร1442 กรุงเทพฯ,"50,173 ",อัพเดท  2 สัปดาห์ ผู้เข้าชม  1253,"210,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








35,000
ดาวน์







2,913
ผ่อน



หารถโฉมนี้ที่ดาวน์ 35,000บ.


ราคาป้ายแดง615"
"2013 MAZDA MAZDA3, 1.6 SPIRIT S+ โฉม ปี11-15 4Dr",สีขาว เกียร์ออโต้ ทะเบียน 1กพ744 กรุงเทพฯ,"219,631 ",อัพเดท  2 สัปดาห์ ผู้เข้าชม  1373,"229,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,146
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง880"
"2013 MAZDA MAZDA2, 1.5 Maxx โฉม ปี09-14 4Dr",สีดำ เกียร์ออโต้ ทะเบียน 4ขณ9460 กรุงเทพฯ,"170,000 ",อัพเดท  3 วัน ผู้เข้าชม  3038,"229,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,146
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง675"
"2013 MAZDA MAZDA2, 1.5 Maxx Sports โฉม ปี09-14 5Dr",สีดำ เกียร์ออโต้ ทะเบียน 2กอ3309 กรุงเทพฯ,"62,651 ",อัพเดท  5 ชม. ผู้เข้าชม  2519,"238,000 บาท 


*คำนวณโดยประมาณขึ้นอยู่กับสภาพรถและเครดิตของผู้ซื้อ





84
เดือน








40,000
ดาวน์







3,296
ผ่อน



หารถโฉมนี้ที่ดาวน์ 40,000บ.


ราคาป้ายแดง690"
